日期,cp,pb,pe
2019/6/26,746.47,1.707945427285102,46.20207049014222
2019/6/25,763.19,1.7736471546035182,47.847623685681526
2019/6/24,761.69,1.7636645350171034,47.88981735736203
2019/6/21,763.68,1.8031322363272713,48.9446591493744
2019/6/20,752.38,1.7686048097950764,47.55588131284066
2019/6/19,709.85,1.6535112213051584,43.22680332786009
2019/6/18,694.83,1.5998008800098633,42.22450448404686
2019/6/17,695.93,1.6104719651115489,42.80029318155659
2019/6/14,690.91,1.5579915440026755,38.81235361232173
2019/6/13,704.99,1.5917614645983162,39.82880630512696
2019/6/12,700.17,1.5771092939208184,39.54278531765269
2019/6/11,708.9,1.5865022616685205,40.14358884794171
2019/6/10,673.34,1.5117310375284627,38.293840912153954
2019/6/6,682.11,1.518065467012076,37.57372908992311
2019/6/5,689.06,1.5316526183906598,38.51814377703728
2019/6/4,683.69,1.5391698967785774,38.433856028965934
2019/6/3,685.89,1.5355196936484459,38.90296740759298
2019/5/31,685.71,1.534447335671905,38.94411282265361
2019/5/30,689.51,1.547592688024651,39.14577900338661
2019/5/29,698.5,1.57148980871261,39.728073802765344
2019/5/28,702.0,1.5711381634908343,39.42148010776076
2019/5/27,701.59,1.5789817527353551,39.64777989059419
2019/5/24,681.85,1.5225774033222363,38.54284443780765
2019/5/23,682.01,1.5110143678524266,38.388515601995344
2019/5/22,683.74,1.518337756255494,38.74863857178068
2019/5/21,690.99,1.5465215961197958,39.3967794469904
2019/5/20,681.08,1.5237904455910587,38.76095537283091
2019/5/17,674.07,1.5097077139967985,38.38651868404524
2019/5/16,703.59,1.5834450098360673,40.417360093035676
2019/5/15,703.6,1.5784992399146518,40.075745854160616
2019/5/14,691.11,1.5469225742306407,39.46875039401153
2019/5/13,698.74,1.567214281855931,40.11689126922124
2019/5/10,715.19,1.5964900051175055,41.2979926809389
2019/5/9,683.96,1.5412442188340192,39.340634393155
2019/5/8,693.76,1.5559647047818213,39.73780537595015
2019/5/7,704.12,1.5838456805982684,40.634486750882104
2019/5/6,694.24,1.565690504109022,39.92767689851238
2019/4/30,767.07,1.7270062110913091,44.24655119832306
2019/4/29,762.82,1.7156283504699978,47.11701728026698
2019/4/26,795.41,1.8170712412200605,49.32525231325538
2019/4/25,790.29,1.7838575065638116,50.778777363120994
2019/4/24,815.62,1.8413948806959437,60.23294081324283
2019/4/23,808.2,1.829552917309748,60.937545859740716
2019/4/22,803.38,1.83360638264608,57.223173536084715
2019/4/19,823.86,1.8870227960266803,64.2816971971707
2019/4/18,813.27,1.816491427718428,66.81273100341372
2019/4/17,819.12,1.835665408117904,67.36332656476722
2019/4/16,826.67,1.8766387179298218,68.07781046333365
2019/4/15,804.68,1.813013456913367,65.91285400074995
2019/4/12,821.75,1.8570744715108012,67.33713542916
2019/4/11,818.1,1.8527349158485795,67.4616725410192
2019/4/10,837.11,1.924767597961528,68.71587284916022
2019/4/9,849.19,1.9430557951191825,70.86587394488382
2019/4/8,848.23,1.8698081610737531,68.75307513229606
2019/4/4,867.77,1.9084325068707564,70.40260573540392
2019/4/3,867.37,1.9393754079566308,70.19080728973512
2019/4/2,826.29,1.8190032585320828,66.87536427572347
2019/4/1,828.83,1.8274418862140385,66.39712515824385
2019/3/29,812.4,1.7927559390888643,64.66752639212822
2019/3/28,753.29,1.6917083069928678,48.642371860830174
2019/3/27,758.91,1.702402667226042,46.44305320679289
2019/3/26,755.01,1.6828935166238406,46.258677326627954
2019/3/25,779.48,1.7490786503402391,50.953326793685456
2019/3/22,810.48,1.8172560863534704,53.04741686727839
2019/3/21,819.64,1.8438096584350296,53.504265313528784
2019/3/20,807.32,1.8293007679139364,52.635875222633715
2019/3/19,795.98,1.7946076247999834,51.98094825856671
2019/3/18,804.38,1.8113513712677431,52.60779864654667
2019/3/15,785.08,1.7538079000756532,50.04000901495381
2019/3/14,774.47,1.7241518746923787,50.52444029821415
2019/3/13,802.02,1.768537649327706,53.08935243827373
2019/3/12,817.09,1.8031580737088864,52.585511541479605
2019/3/11,807.81,1.787308332484811,51.94439009704421
2019/3/8,797.21,1.7721396586218343,51.11978655254299
2019/3/7,873.01,1.9680419708721428,54.0600854420451
2019/3/6,841.35,1.9242970901706815,52.900431842616655
2019/3/5,798.27,1.8314950008072848,50.037851681089414
2019/3/4,796.26,1.8365142196169757,50.377163989018605
2019/3/1,790.25,1.8237474509843845,50.40119550686418
2019/2/28,764.17,1.7653777207983918,47.748537698208715
2019/2/27,792.03,1.848308572100566,50.11214567636035
2019/2/26,797.74,1.8452095521714056,47.80104837772356
2019/2/25,813.4,1.9181005701684053,49.04852431475329
2019/2/22,739.45,1.7432978630735452,44.5984418214105
