date,cp,pb,pe
2019/6/27,7725.55,3.3134693444166725,51.06617369111263
2019/6/26,7694.19,3.2650975291697137,50.00450687840758
2019/6/25,7598.99,3.228012470813712,49.632923493960824
2019/6/24,7624.37,3.257035559961887,48.8897567250673
2019/6/21,7636.82,3.2457488030709305,49.26134010951405
2019/6/20,7508.51,3.1764158678836227,48.571256681255775
2019/6/19,7379.04,3.13288123416136,47.61575654982124
2019/6/18,7246.26,3.1135325080625766,47.084923143468714
2019/6/17,7288.18,3.1135325080625766,47.35033984664497
2019/6/14,7349.42,2.9979331578158512,47.57875588178521
2019/6/13,7405.75,3.0511751401267886,49.26134010951405
2019/6/12,7424.08,3.0511751401267886,49.138715091024075
2019/6/11,7497.66,3.08598720548394,48.915863775418515
2019/6/10,7273.77,2.9726773456939966,45.68451969913802
2019/6/6,7222.73,2.9897420836141686,45.715471270749916
2019/6/5,7365.34,3.068922467563768,46.644018419106374
2019/6/4,7410.11,3.13854659827807,47.44875928101531
2019/6/3,7547.58,3.246609665535822,50.726498923921945
2019/5/31,7657.42,3.2593649427528892,49.90199700642786
2019/5/30,7647.89,3.1942449935110506,50.64797493177965
2019/5/29,7720.08,3.2624777479675706,51.62952483355833
2019/5/28,7715.16,3.2688249809402703,50.92280890427768
2019/5/27,7700.67,3.298974337560593,51.43321485320259
2019/5/24,7427.93,3.13235947202723,49.39159105750295
2019/5/23,7624.35,3.187897760538351,50.376090262854355
2019/5/22,7738.09,3.225235466912545,49.82347301428557
2019/5/21,7759.7,3.212948855610021,50.96207090034883
2019/5/20,7677.8,3.173616486349777,48.73050670316153
2019/5/17,7514.11,3.085304615967133,47.86037321072821
2019/5/16,7762.02,3.195754638274576,50.80502291606424
2019/5/15,7692.29,3.1625088286475527,50.844284912135386
2019/5/14,7617.35,3.1688560616202524,50.33387896321048
2019/5/13,7642.6,3.157748403918028,49.78421101821442
2019/5/10,7718.33,3.173616486349777,49.893933438354004
2019/5/9,7391.05,3.051488711564473,46.455428417484875
2019/5/8,7371.27,3.0477121166244183,46.59535440669416
2019/5/7,7343.42,3.03547558124023,45.38852531791565
2019/5/6,7278.3,3.045085018652611,44.910990732907514
2019/4/30,7852.32,3.212371656010818,49.26134010951405
2019/4/29,7784.33,3.170073792682201,48.8897567250673
2019/4/26,8010.76,3.173850387622257,52.021508170906465
2019/4/25,8051.44,3.2644496583760816,51.07985688856227
2019/4/24,8390.15,3.321734104884787,54.43226098858262
