cp,date,fifty_median,hundred_median,pb,pb_percentile,pe,pe_percentile
7078.81,2021/6/21,6532.529800000001,6562.040299999998,3.96013843708832,48.70940882597835,50.1718467487471,33.22231473771857
6992.24,2021/6/18,6519.950800000001,6564.6147999999985,3.922221854009633,46.89712619741775,50.197151555246684,33.319450229071215
6938.4,2021/6/17,6508.4209999999985,6566.079599999997,3.863771188344842,44.29166666666666,49.58427499256878,31.58333333333333
6713.76,2021/6/16,6495.809200000002,6568.841299999999,3.7684049643383912,40.01667361400584,48.125755478306786,27.553147144643606
6853.44,2021/6/15,6486.0742,6573.8721,3.6243513322904937,34.57047539616347,50.96718960827437,35.3628023352794
6833.42,2021/6/11,6473.339400000003,6577.452399999997,3.6004253474960137,33.45848977889028,49.69179895507067,31.873174801835628
6905.69,2021/6/10,6461.114199999999,6580.223499999997,3.641365771836675,35.058430717863104,50.705124723985605,34.808013355592664
6777.18,2021/6/9,6447.868999999999,6581.963100000001,3.5549596042865708,32.233820459290186,50.24607053111254,33.4446764091858
6751.17,2021/6/8,6434.6102,6584.0865,3.555643937701287,32.24728487886382,50.28305231226528,33.5421888053467
6776.54,2021/6/7,6420.9771999999975,6587.328100000002,3.5897206138518385,33.0965315503552,50.076106243251715,32.8458002507313
6645.06,2021/6/4,6408.635800000001,6591.5329,3.4709629824759687,28.720735785953174,49.289422132537524,30.97826086956522
6596.53,2021/6/3,6399.2926,6595.3643,3.4658586251487984,28.48180677540779,48.86813018508229,29.48557089084065
6638.16,2021/6/2,6389.0078,6598.557899999999,3.4637857155666123,28.326359832635983,48.28833321913911,28.033472803347287
6760.51,2021/6/1,6379.667799999997,6600.0791,3.5148260944965966,30.8078694014232,49.765388117606896,31.938049393051486
6728.53,2021/5/31,6368.0892,6599.5907000000025,3.4987689599685057,30.192629815745395,49.39609819305565,31.030150753768844
6650.39,2021/5/28,6355.7181999999975,6598.429400000003,3.4686292275892425,28.4876413908672,49.02893727674422,30.037704231252626
6692.93,2021/5/27,6344.743599999999,6599.0276,3.485334621724887,29.379715004191127,49.407325638405524,31.01424979044425
6580.86,2021/5/26,6336.0492,6599.238,3.4213535668380293,26.624737945492658,47.336359893083106,26.37316561844864
6621.95,2021/5/25,6331.325400000002,6601.4286,3.426924455448284,26.97147651006712,47.20211790504647,26.006711409395965
