cp,date,fifty_median,hundred_median,pb,pb_percentile,pe,pe_percentile
15349.57,2019/6/28,14673.7618,13643.925500000001,5.273611144284991,92.21902017291066,32.934208592966016,48.95018526142445
15361.76,2019/6/27,14653.1574,13595.8739,5.262677260963612,92.09225700164744,33.01480175815168,49.341021416803954
15124.38,2019/6/26,14634.4926,13547.5265,4.919582822894329,85.70251339101772,32.62622224339191,46.97156983930778
15162.15,2019/6/25,14620.516200000002,13500.7958,4.910032582369097,85.44929925803794,32.123102443289234,42.49793899422918
15265.38,2019/6/24,14616.8246,13453.6115,4.98302416862991,87.01030927835052,32.139306607989184,42.55670103092783
15130.54,2019/6/21,14607.150799999998,13406.9093,4.863865763362339,84.57095709570956,31.798163320365106,39.02640264026402
15207.08,2019/6/20,14593.419999999998,13360.2291,4.821522819927584,83.94552208006603,31.801499103337626,39.04250928600908
14772.75,2019/6/19,14577.625399999995,13310.443200000003,4.71255147037118,80.635838150289,30.965134118504572,28.406275805119733
14681.79,2019/6/18,14564.770399999998,13265.224699999995,4.679499214420198,79.63651383725733,30.78211976809876,25.815778603882688
14542.4,2019/6/17,14553.7218,13221.2196,4.649664800880665,78.7603305785124,30.728004927311744,25.165289256198346
14691.88,2019/6/14,14548.6146,13174.2655,4.535900335298436,75.19636213311286,30.912190841258944,27.573377428689536
14801.3,2019/6/13,14534.725000000002,13126.9877,4.540681257917987,75.31017369727047,30.367037900230866,21.670802315963613
14853.83,2019/6/12,14506.5292,13077.169200000002,4.617176019830793,77.5755068266446,30.82895462798995,26.189491104675216
15048.41,2019/6/11,14473.9646,13026.9638,4.672555040173918,79.38741721854305,30.56894639690793,23.137417218543053
14298.84,2019/6/10,14431.3046,12973.6015,4.517971875475122,74.4927536231884,29.89255293303976,17.142857142857142
14042.73,2019/6/6,14402.628600000002,12928.1711,4.4502421383648265,71.70671085335543,28.742095776103426,8.989229494614747
14290.06,2019/6/5,14385.7996,12884.2567,4.456616701857558,72.10940737670948,29.105109795999194,10.940737670949025
14337.4,2019/6/4,14362.3232,12836.3715,4.519348808071952,74.58540630182421,28.973869273159103,10.074626865671641
14584.69,2019/6/3,14339.339,12789.937600000005,4.625663911413403,77.97594359187059,29.551242338262462,13.894649523019496
14572.83,2019/5/31,14312.076400000002,12741.9731,4.565106377829945,76.2240663900415,29.5594039135226,13.900414937759335
14657.45,2019/5/30,14288.1328,12692.366000000002,4.596857098697703,77.12743877127437,29.99186063770069,18.181818181818183
14641.8,2019/5/29,14247.360000000002,12642.032400000002,4.658271814112188,79.00747508305649,30.210844619601932,19.89202657807309
14611.56,2019/5/28,14202.4372,12592.509800000002,4.728145891323871,80.97216452014956,29.51078092476457,13.710012463647692
14382.32,2019/5/27,14157.999400000002,12543.380700000003,4.658271814112188,79.05236907730674,29.6238490509131,14.256026600166251
14206.23,2019/5/24,14121.43,12495.4268,4.6163473677851785,77.67151767151769,29.10399819973496,10.893970893970893
14145.2,2019/5/23,14087.443200000003,12450.3793,4.672246629554524,79.32612312811979,28.870061543256284,9.442595673876873
14559.61,2019/5/22,14047.1582,12406.016999999998,4.751437250394432,81.64794007490637,29.98973931720489,17.935913441531422
14648.92,2019/5/21,14002.990199999998,12359.3605,4.696061243053374,80.01665278934222,30.71684093701549,24.47960033305579
