date,roe
2015-04-13,3.6685
2015-04-10,3.6947
2015-04-09,3.704
2015-04-08,3.6938
2015-04-07,3.5987
2015-04-03,3.572
2015-04-02,3.5438
2015-04-01,3.5997
2015-03-31,3.6483
2015-03-30,3.5849
2015-03-27,3.5678
2015-03-26,3.544
2015-03-25,3.5037
2015-03-24,3.4841
2015-03-23,3.4933
2015-03-20,3.4958
2015-03-19,3.5348
2015-03-18,3.5519
2015-03-17,3.5428
2015-03-16,3.5301
2015-03-13,3.4879
2015-03-12,3.4412
2015-03-11,3.4466
2015-03-10,3.5228
2015-03-09,3.4922
2015-03-06,3.4753
2015-03-05,3.4369
2015-03-04,3.3869
2015-03-03,3.4022
2015-03-02,3.3883
2015-02-28,3.3602
2015-02-27,3.3745
2015-02-26,3.3594
2015-02-25,3.349
2015-02-17,3.3373
2015-02-16,3.3374
2015-02-15,3.3625
2015-02-13,3.3552
2015-02-12,3.3865
2015-02-11,3.3955
2015-02-10,3.4299
2015-02-09,3.4236
2015-02-06,3.4325
2015-02-05,3.4018
2015-02-04,3.4589
2015-02-03,3.4533
2015-02-02,3.4729
2015-01-30,3.5019
2015-01-29,3.4966
2015-01-28,3.4767
2015-01-27,3.4309
2015-01-26,3.4341
2015-01-23,3.452
2015-01-22,3.4521
2015-01-21,3.4672
2015-01-20,3.4711
2015-01-19,3.475
2015-01-16,3.5017
2015-01-15,3.5464
2015-01-14,3.5411
2015-01-13,3.5836
2015-01-12,3.6371
2015-01-09,3.6348
2015-01-08,3.6415
2015-01-07,3.6408
2015-01-06,3.6353
2015-01-05,3.6251
2015-01-04,3.6285
2014-12-31,3.6219
2014-12-30,3.6213
2014-12-29,3.6213
2014-12-26,3.6339
2014-12-25,3.6305
2014-12-24,3.5975
2014-12-23,3.6604
2014-12-22,3.703
2014-12-19,3.7106
2014-12-18,3.7614
2014-12-17,3.7377
2014-12-16,3.7522
2014-12-15,3.7815
2014-12-12,3.7513
2014-12-11,3.7282
2014-12-10,3.7111
2014-12-09,3.7532
2014-12-08,3.7918
2014-12-05,3.7759
2014-12-04,3.6633
2014-12-03,3.6238
2014-12-02,3.5553
2014-12-01,3.5145
2014-11-28,3.5249
2014-11-27,3.5243
2014-11-26,3.5228
2014-11-25,3.5216
2014-11-24,3.4767
2014-11-21,3.6514
2014-11-20,3.6521
2014-11-19,3.6154
2014-11-18,3.607
2014-11-17,3.6609
2014-11-14,3.6466
2014-11-13,3.5924
2014-11-12,3.556
2014-11-11,3.4981
2014-11-10,3.5132
2014-11-07,3.5631
2014-11-06,3.6223
2014-11-05,3.6117
2014-11-04,3.6412
2014-11-03,3.7007
2014-10-31,3.7559
2014-10-30,3.7688
2014-10-29,3.7176
2014-10-28,3.7424
2014-10-27,3.7756
2014-10-24,3.8013
2014-10-23,3.8108
2014-10-22,3.7929
2014-10-21,3.7323
2014-10-20,3.7441
2014-10-17,3.811
2014-10-16,3.8116
2014-10-15,3.8215
2014-10-14,3.9015
2014-10-13,3.9953
2014-10-11,3.9965
2014-10-10,4.0131
2014-10-09,4.0014
2014-10-08,3.993
2014-09-30,3.9824
2014-09-29,3.9925
2014-09-28,4.0227
2014-09-26,4.0092
2014-09-25,4.0025
2014-09-24,4.0425
2014-09-23,3.9911
2014-09-22,4.011
2014-09-19,4.031
2014-09-18,4.1438
2014-09-17,4.2008
2014-09-16,4.2634
2014-09-15,4.2597
2014-09-12,4.2793
2014-09-11,4.2937
2014-09-10,4.2934
2014-09-09,4.2868
2014-09-05,4.2928
2014-09-04,4.2814
2014-09-03,4.264
2014-09-02,4.249
2014-09-01,4.2405
2014-08-29,4.2361
2014-08-28,4.2254
2014-08-27,4.231
2014-08-26,4.2462
2014-08-25,4.2524
2014-08-22,4.256
2014-08-21,4.2512
2014-08-20,4.2523
2014-08-19,4.2422
2014-08-18,4.2153
2014-08-15,4.2002
2014-08-14,4.21
2014-08-13,4.255
2014-08-12,4.2815
2014-08-11,4.2815
2014-08-08,4.2712
2014-08-07,4.2563
2014-08-06,4.2463
2014-08-05,4.2576
2014-08-04,4.253
2014-08-01,4.2569
2014-07-31,4.2655
2014-07-30,4.2905
2014-07-29,4.2805
2014-07-28,4.2713
2014-07-25,4.2711
2014-07-24,4.2967
2014-07-23,4.2967
2014-07-22,4.2717
2014-07-21,4.3017
2014-07-18,4.3019
2014-07-17,4.267
2014-07-16,4.2171
2014-07-15,4.1571
2014-07-14,4.1298
2014-07-11,4.1198
2014-07-10,4.1298
2014-07-09,4.1276
2014-07-08,4.1162
2014-07-07,4.1212
2014-07-04,4.1747
2014-07-03,4.1503
2014-07-02,4.1212
2014-07-01,4.0812
2014-06-30,4.0612
2014-06-27,4.0485
2014-06-26,4.0472
2014-06-25,4.0557
2014-06-24,4.0515
2014-06-23,4.0515
2014-06-20,4.0515
2014-06-19,4.0408
2014-06-18,4.054
2014-06-17,4.054
2014-06-16,4.064
2014-06-13,4.084
2014-06-12,4.064
2014-06-11,4.0614
2014-06-10,4.0614
2014-06-09,4.0714
2014-06-06,4.0614
2014-06-05,4.0314
2014-06-04,4.0114
2014-06-03,4.0214
2014-05-30,4.0714
2014-05-29,4.1159
2014-05-28,4.1457
2014-05-27,4.1574
2014-05-26,4.1674
2014-05-23,4.1574
2014-05-22,4.177
2014-05-21,4.177
2014-05-20,4.177
2014-05-19,4.1708
2014-05-16,4.1919
2014-05-15,4.1915
2014-05-14,4.1704
2014-05-13,4.1505
2014-05-12,4.1205
2014-05-09,4.1205
2014-05-08,4.2303
2014-05-07,4.2803
2014-05-06,4.2803
2014-05-05,4.3002
2014-05-04,4.2902
2014-04-30,4.3002
2014-04-29,4.3202
2014-04-28,4.3301
2014-04-25,4.3294
2014-04-24,4.3394
2014-04-23,4.3297
2014-04-22,4.2997
2014-04-21,4.2997
2014-04-18,4.2997
2014-04-17,4.2749
2014-04-16,4.3601
2014-04-15,4.4001
2014-04-14,4.4248
2014-04-11,4.4521
2014-04-10,4.4571
2014-04-09,4.4771
2014-04-08,4.4499
2014-04-04,4.4904
2014-04-03,4.4904
2014-04-02,4.4904
2014-04-01,4.4954
2014-03-31,4.5004
2014-03-28,4.5104
2014-03-27,4.5109
2014-03-26,4.4992
2014-03-25,4.5192
2014-03-24,4.5148
2014-03-21,4.5044
2014-03-20,4.5195
2014-03-19,4.5095
2014-03-18,4.5095
2014-03-17,4.482
2014-03-14,4.4924
2014-03-13,4.5024
2014-03-12,4.5024
2014-03-11,4.5125
2014-03-10,4.5043
2014-03-07,4.5142
2014-03-06,4.5145
2014-03-05,4.5176
2014-03-04,4.5026
2014-03-03,4.4576
2014-02-28,4.4276
2014-02-27,4.3896
2014-02-26,4.4496
2014-02-25,4.4336
2014-02-24,4.4836
2014-02-21,4.5234
2014-02-20,4.5336
2014-02-19,4.5535
2014-02-18,4.5385
2014-02-17,4.5135
2014-02-14,4.4781
2014-02-13,4.4783
2014-02-12,4.4783
2014-02-11,4.4881
2014-02-10,4.4831
2014-02-08,4.468
2014-02-07,4.4781
2014-01-30,4.5019
2014-01-29,4.5102
2014-01-28,4.5027
2014-01-27,4.4802
2014-01-26,4.4777
2014-01-24,4.5123
2014-01-23,4.4825
2014-01-22,4.5023
2014-01-21,4.5423
2014-01-20,4.5923
2014-01-17,4.5969
2014-01-16,4.5871
2014-01-15,4.5523
2014-01-14,4.602
2014-01-13,4.597
2014-01-10,4.6016
2014-01-09,4.5969
2014-01-08,4.5919
2014-01-07,4.642
2014-01-06,4.6569
2014-01-03,4.6415
2014-01-02,4.6018
2013-12-31,4.552
2013-12-30,4.544
2013-12-27,4.544
2013-12-26,4.558
2013-12-25,4.5666
2013-12-24,4.5566
2013-12-23,4.6017
2013-12-20,4.6016
2013-12-19,4.6016
2013-12-18,4.5814
2013-12-17,4.5639
2013-12-16,4.554
2013-12-13,4.541
2013-12-12,4.591
2013-12-11,4.621
2013-12-10,4.6012
2013-12-09,4.5413
2013-12-06,4.5162
2013-12-05,4.4962
2013-12-04,4.4262
2013-12-03,4.4412
2013-12-02,4.4812
2013-11-29,4.3612
2013-11-28,4.4313
2013-11-27,4.5511
2013-11-26,4.6059
2013-11-25,4.6159
2013-11-22,4.6509
2013-11-21,4.7009
2013-11-20,4.7222
2013-11-19,4.6722
2013-11-18,4.6619
2013-11-15,4.6006
2013-11-14,4.5006
2013-11-13,4.4628
2013-11-12,4.4146
2013-11-11,4.4034
2013-11-08,4.3186
2013-11-07,4.2945
2013-11-06,4.2206
2013-11-05,4.2106
2013-11-04,4.1731
2013-11-01,4.1556
2013-10-31,4.1806
2013-10-30,4.2173
2013-10-29,4.2173
2013-10-28,4.204
2013-10-25,4.214
2013-10-24,4.194
2013-10-23,4.1491
2013-10-22,4.1305
2013-10-21,4.1105
2013-10-18,4.1055
2013-10-17,4.0966
2013-10-16,4.0966
2013-10-15,4.0791
2013-10-14,4.0663
2013-10-12,4.0263
2013-10-11,4.0265
2013-10-10,4.0166
2013-10-09,4.0316
2013-10-08,3.9903
2013-09-30,3.9954
2013-09-29,4.0002
2013-09-27,4.0002
2013-09-26,3.9901
2013-09-25,4.0202
2013-09-24,4.0201
2013-09-23,4.0095
2013-09-22,3.9851
2013-09-18,4.0502
2013-09-17,4.0721
2013-09-16,4.1201
2013-09-13,4.1406
2013-09-12,4.1291
2013-09-11,4.1341
2013-09-10,4.065
2013-09-09,4.055
2013-09-06,4.0455
2013-09-05,4.055
2013-09-04,4.055
2013-09-03,4.0404
2013-09-02,4.0356
2013-08-30,4.0354
2013-08-29,4.03
2013-08-28,4.0222
2013-08-27,3.9654
2013-08-26,3.9555
2013-08-23,3.9916
2013-08-22,4.0302
2013-08-21,4.0382
2013-08-20,4.0881
2013-08-19,4.0103
2013-08-16,3.9401
2013-08-15,3.9602
2013-08-14,3.9516
2013-08-13,3.9252
2013-08-12,3.8513
2013-08-09,3.8407
2013-08-08,3.8455
2013-08-07,3.7703
2013-08-06,3.7153
2013-08-05,3.7104
2013-08-02,3.7034
2013-08-01,3.7053
2013-07-31,3.7214
2013-07-30,3.7227
2013-07-29,3.7228
2013-07-26,3.7152
2013-07-25,3.7102
2013-07-24,3.7952
2013-07-23,3.7602
2013-07-22,3.7401
2013-07-19,3.7051
2013-07-18,3.6903
2013-07-17,3.669
2013-07-16,3.619
2013-07-15,3.6102
2013-07-12,3.6001
2013-07-11,3.5902
2013-07-10,3.5802
2013-07-09,3.5202
2013-07-08,3.5177
2013-07-05,3.5127
2013-07-04,3.5102
2013-07-03,3.5302
2013-07-02,3.5243
2013-07-01,3.5245
2013-06-28,3.5125
2013-06-27,3.5231
2013-06-26,3.55
2013-06-25,3.5999
2013-06-24,3.5999
2013-06-21,3.6014
2013-06-20,3.7016
2013-06-19,3.5516
2013-06-18,3.4818
2013-06-17,3.4785
2013-06-14,3.4689
2013-06-13,3.4591
2013-06-09,3.4491
2013-06-08,3.4822
2013-06-07,3.4822
2013-06-06,3.4651
2013-06-05,3.4615
2013-06-04,3.4603
2013-06-03,3.4478
2013-05-31,3.4399
2013-05-30,3.434
2013-05-29,3.434
2013-05-28,3.4206
2013-05-27,3.4166
2013-05-24,3.4181
2013-05-23,3.413
2013-05-22,3.4153
2013-05-21,3.4253
2013-05-20,3.4253
2013-05-17,3.4213
2013-05-16,3.4219
2013-05-15,3.4218
2013-05-14,3.4248
2013-05-13,3.4238
2013-05-10,3.4212
2013-05-09,3.4317
2013-05-08,3.4345
2013-05-07,3.4261
2013-05-06,3.4354
2013-05-03,3.4212
2013-05-02,3.4119
2013-04-28,3.4314
2013-04-27,3.4311
2013-04-26,3.4313
2013-04-25,3.4314
2013-04-24,3.4498
2013-04-23,3.4629
2013-04-22,3.4867
2013-04-19,3.4503
2013-04-18,3.4431
2013-04-17,3.4131
2013-04-16,3.4005
2013-04-15,3.4405
2013-04-12,3.4655
2013-04-11,3.4705
2013-04-10,3.4624
2013-04-09,3.4705
2013-04-08,3.4905
2013-04-07,3.4907
2013-04-03,3.5005
2013-04-02,3.5106
2013-04-01,3.5303
2013-03-29,3.5392
2013-03-28,3.5505
2013-03-27,3.5611
2013-03-26,3.5717
2013-03-25,3.577
2013-03-22,3.5816
2013-03-21,3.5819
2013-03-20,3.5722
2013-03-19,3.5922
2013-03-18,3.5971
2013-03-15,3.5919
2013-03-14,3.5919
2013-03-13,3.5898
2013-03-12,3.5897
2013-03-11,3.583
2013-03-08,3.5816
2013-03-07,3.5813
2013-03-06,3.5802
2013-03-05,3.576
2013-03-04,3.5785
2013-03-01,3.5878
2013-02-28,3.5957
2013-02-27,3.5904
2013-02-26,3.5948
2013-02-25,3.5821
2013-02-22,3.5708
2013-02-21,3.5623
2013-02-20,3.5632
2013-02-19,3.5931
2013-02-18,3.5929
2013-02-17,3.5847
2013-02-16,3.5922
2013-02-08,3.5859
2013-02-07,3.5928
2013-02-06,3.5922
2013-02-05,3.591
2013-02-04,3.6016
2013-02-01,3.6004
2013-01-31,3.6054
2013-01-30,3.6053
2013-01-29,3.6116
2013-01-28,3.6042
2013-01-25,3.5837
2013-01-24,3.5816
2013-01-23,3.5682
2013-01-22,3.5705
2013-01-21,3.5743
2013-01-18,3.5834
2013-01-17,3.5986
2013-01-16,3.6047
2013-01-15,3.6008
2013-01-14,3.6023
2013-01-11,3.5999
2013-01-10,3.595
2013-01-09,3.575
2013-01-08,3.5943
2013-01-07,3.5965
2013-01-06,3.595
2013-01-05,3.6003
2013-01-04,3.6062
2012-12-31,3.5738
2012-12-28,3.5752
2012-12-27,3.5803
2012-12-26,3.5925
2012-12-25,3.5955
2012-12-24,3.6009
2012-12-21,3.606
2012-12-20,3.6086
2012-12-19,3.5942
2012-12-18,3.5843
2012-12-17,3.5814
2012-12-14,3.5781
2012-12-13,3.5649
2012-12-12,3.5666
2012-12-11,3.5658
2012-12-10,3.5707
2012-12-07,3.5689
2012-12-06,3.558
2012-12-05,3.5622
2012-12-04,3.5498
2012-12-03,3.5397
2012-11-30,3.5332
2012-11-29,3.5311
2012-11-28,3.5535
2012-11-27,3.557
2012-11-26,3.5511
2012-11-23,3.5428
2012-11-22,3.5357
2012-11-21,3.5205
2012-11-20,3.5111
2012-11-19,3.501
2012-11-16,3.5133
2012-11-15,3.5279
2012-11-14,3.5356
2012-11-13,3.547
2012-11-12,3.5585
2012-11-09,3.5594
2012-11-08,3.5609
2012-11-07,3.5644
2012-11-06,3.5771
2012-11-05,3.5872
2012-11-02,3.5852
2012-11-01,3.5984
2012-10-31,3.5739
2012-10-30,3.5648
2012-10-29,3.5668
2012-10-26,3.5727
2012-10-25,3.5672
2012-10-24,3.5478
2012-10-23,3.5454
2012-10-22,3.5293
2012-10-19,3.535
2012-10-18,3.519
2012-10-17,3.5036
2012-10-16,3.4903
2012-10-15,3.473
2012-10-12,3.4807
2012-10-11,3.499
2012-10-10,3.5036
2012-10-09,3.4921
2012-10-08,3.4814
2012-09-29,3.4574
2012-09-28,3.4575
2012-09-27,3.4525
2012-09-26,3.4444
2012-09-25,3.4676
2012-09-24,3.4956
2012-09-21,3.4998
2012-09-20,3.5171
2012-09-19,3.5166
2012-09-18,3.5216
2012-09-17,3.5717
2012-09-14,3.5485
2012-09-13,3.4834
2012-09-12,3.4909
2012-09-11,3.4714
2012-09-10,3.4611
2012-09-07,3.4162
2012-09-06,3.3963
2012-09-05,3.3887
2012-09-04,3.3836
2012-09-03,3.4001
2012-08-31,3.3928
2012-08-30,3.3904
2012-08-29,3.3943
2012-08-28,3.3634
2012-08-27,3.3498
2012-08-24,3.3364
2012-08-23,3.3702
2012-08-22,3.3935
2012-08-21,3.3578
2012-08-20,3.3564
2012-08-17,3.3342
2012-08-16,3.3467
2012-08-15,3.3402
2012-08-14,3.3105
2012-08-13,3.3029
2012-08-10,3.2825
2012-08-09,3.3023
2012-08-08,3.3545
2012-08-07,3.33
2012-08-06,3.31
2012-08-03,3.2902
2012-08-02,3.2861
2012-08-01,3.2921
2012-07-31,3.2915
2012-07-30,3.2755
2012-07-27,3.2764
2012-07-26,3.2763
2012-07-25,3.276
2012-07-24,3.2759
2012-07-23,3.276
2012-07-20,3.281
2012-07-19,3.286
2012-07-18,3.2858
2012-07-17,3.285
2012-07-16,3.2752
2012-07-13,3.2591
2012-07-12,3.2502
2012-07-11,3.2398
2012-07-10,3.2549
2012-07-09,3.2709
2012-07-06,3.296
2012-07-05,3.3193
2012-07-04,3.3195
2012-07-03,3.3204
2012-07-02,3.3353
2012-06-29,3.3253
2012-06-28,3.3253
2012-06-27,3.3252
2012-06-26,3.3653
2012-06-25,3.3677
2012-06-21,3.4001
2012-06-20,3.4101
2012-06-19,3.4093
2012-06-18,3.4107
2012-06-15,3.3932
2012-06-14,3.4009
2012-06-13,3.3909
2012-06-12,3.3747
2012-06-11,3.3491
2012-06-08,3.3101
2012-06-07,3.3751
2012-06-06,3.36
2012-06-05,3.3568
2012-06-04,3.3469
2012-06-01,3.3416
2012-05-31,3.3443
2012-05-30,3.3766
2012-05-29,3.3718
2012-05-28,3.3418
2012-05-25,3.3019
2012-05-24,3.3619
2012-05-23,3.3825
2012-05-22,3.3948
2012-05-21,3.3866
2012-05-18,3.3614
2012-05-17,3.4116
2012-05-16,3.3618
2012-05-15,3.405
2012-05-14,3.4461
2012-05-11,3.4907
2012-05-10,3.5287
2012-05-09,3.5414
2012-05-08,3.552
2012-05-07,3.5518
2012-05-04,3.5512
2012-05-03,3.5454
2012-05-02,3.5449
2012-04-28,3.5391
2012-04-27,3.5389
2012-04-26,3.5357
2012-04-25,3.5369
2012-04-24,3.5302
2012-04-23,3.5407
2012-04-20,3.5414
2012-04-19,3.5518
2012-04-18,3.5366
2012-04-17,3.5291
2012-04-16,3.5318
2012-04-13,3.5277
2012-04-12,3.5407
2012-04-11,3.5308
2012-04-10,3.5366
2012-04-09,3.5352
2012-04-06,3.5203
2012-04-05,3.5191
2012-04-01,3.5204
2012-03-31,3.5004
2012-03-30,3.5054
2012-03-29,3.5143
2012-03-28,3.5223
2012-03-27,3.5403
2012-03-26,3.5247
2012-03-23,3.5267
2012-03-22,3.5502
2012-03-21,3.5608
2012-03-20,3.5601
2012-03-19,3.559
2012-03-16,3.5483
2012-03-15,3.5589
2012-03-14,3.5451
2012-03-13,3.5401
2012-03-12,3.5242
2012-03-09,3.5367
2012-03-08,3.5316
2012-03-07,3.5316
2012-03-06,3.5465
2012-03-05,3.5614
2012-03-02,3.5616
2012-03-01,3.55
2012-02-29,3.534
2012-02-28,3.5464
2012-02-27,3.5501
2012-02-24,3.5164
2012-02-23,3.5254
2012-02-22,3.5276
2012-02-21,3.5164
2012-02-20,3.5116
2012-02-17,3.5361
2012-02-16,3.5361
2012-02-15,3.5335
2012-02-14,3.516
2012-02-13,3.5148
2012-02-10,3.521
2012-02-09,3.5409
2012-02-08,3.5098
2012-02-07,3.481
2012-02-06,3.4785
2012-02-03,3.436
2012-02-02,3.441
2012-02-01,3.4318
2012-01-31,3.4064
2012-01-30,3.4005
2012-01-29,3.3812
2012-01-21,3.3811
2012-01-20,3.3808
2012-01-19,3.3758
2012-01-18,3.3957
2012-01-17,3.4045
2012-01-16,3.4233
2012-01-13,3.4108
2012-01-12,3.402
2012-01-11,3.4208
2012-01-10,3.403
2012-01-09,3.3806
2012-01-06,3.397
2012-01-05,3.4304
2012-01-04,3.4395
2011-12-31,3.4211
2011-12-30,3.4303
2011-12-29,3.4453
2011-12-28,3.4603
2011-12-27,3.4603
2011-12-26,3.4653
2011-12-23,3.4803
2011-12-22,3.4752
2011-12-21,3.4709
2011-12-20,3.4655
2011-12-19,3.4702
2011-12-16,3.4637
2011-12-15,3.489
2011-12-14,3.4807
2011-12-13,3.4982
2011-12-12,3.4927
2011-12-09,3.4817
2011-12-08,3.4953
2011-12-07,3.489
2011-12-06,3.479
2011-12-05,3.442
2011-12-02,3.472
2011-12-01,3.5005
2011-11-30,3.6091
2011-11-29,3.6315
2011-11-28,3.6402
2011-11-25,3.6115
2011-11-24,3.6103
2011-11-23,3.5914
2011-11-22,3.6412
2011-11-21,3.6598
2011-11-18,3.6412
2011-11-17,3.636
2011-11-16,3.626
2011-11-15,3.6563
2011-11-14,3.5807
2011-11-11,3.5916
2011-11-10,3.5563
2011-11-09,3.6436
2011-11-08,3.6988
2011-11-07,3.7333
2011-11-04,3.7158
2011-11-03,3.7233
2011-11-02,3.7208
2011-11-01,3.7395
2011-10-31,3.7607
2011-10-28,3.787
2011-10-27,3.8032
2011-10-26,3.7918
2011-10-25,3.796
2011-10-24,3.7533
2011-10-21,3.7385
2011-10-20,3.7266
2011-10-19,3.7311
2011-10-18,3.7407
2011-10-17,3.7906
2011-10-14,3.7707
2011-10-13,3.8205
2011-10-12,3.8005
2011-10-11,3.7593
2011-10-10,3.7706
2011-10-09,3.8056
2011-10-08,3.8605
2011-09-30,3.8605
2011-09-29,3.884
2011-09-28,3.9203
2011-09-27,3.9158
2011-09-26,3.8878
2011-09-23,3.9662
2011-09-22,4.0676
2011-09-21,4.0908
2011-09-20,4.0801
2011-09-19,4.0801
2011-09-16,4.0752
2011-09-15,4.0495
2011-09-14,4.021
2011-09-13,4.0208
2011-09-09,4.0452
2011-09-08,4.065
2011-09-07,4.05
2011-09-06,4.0107
2011-09-05,4.0501
2011-09-02,4.07
2011-09-01,4.0708
2011-08-31,4.105
2011-08-30,4.1303
2011-08-29,4.0994
2011-08-26,3.9886
2011-08-25,3.975
2011-08-24,3.9501
2011-08-23,3.9356
2011-08-22,3.9325
2011-08-19,3.9331
2011-08-18,3.956
2011-08-17,3.9432
2011-08-16,3.9492
2011-08-15,3.9231
2011-08-12,3.9268
2011-08-11,3.9291
2011-08-10,3.9639
2011-08-09,3.9554
2011-08-08,4.0007
2011-08-05,4.0423
2011-08-04,4.0911
2011-08-03,4.1201
2011-08-02,4.0615
2011-08-01,4.0502
2011-07-29,4.0477
2011-07-28,4.0627
2011-07-27,4.0855
2011-07-26,4.0753
2011-07-25,4.0663
2011-07-22,4.0671
2011-07-21,4.0889
2011-07-20,4.0715
2011-07-19,4.0088
2011-07-18,3.9558
2011-07-15,3.9278
2011-07-14,3.9204
2011-07-13,3.8913
2011-07-12,3.8899
2011-07-11,3.8923
2011-07-08,3.8881
2011-07-07,3.9021
2011-07-06,3.9116
2011-07-05,3.8909
2011-07-04,3.8842
2011-07-01,3.8775
2011-06-30,3.8857
2011-06-29,3.8833
2011-06-28,3.88
2011-06-27,3.8703
2011-06-24,3.8963
2011-06-23,3.9691
2011-06-22,3.9555
2011-06-21,3.9003
2011-06-20,3.9413
2011-06-17,3.9803
2011-06-16,3.9839
2011-06-15,3.9986
2011-06-14,3.9406
2011-06-13,3.9036
2011-06-10,3.894
2011-06-09,3.8726
2011-06-08,3.8572
2011-06-07,3.8341
2011-06-03,3.8337
2011-06-02,3.8337
2011-06-01,3.8311
2011-05-31,3.8311
2011-05-30,3.8256
2011-05-27,3.8217
2011-05-26,3.8352
2011-05-25,3.8382
2011-05-24,3.8414
2011-05-23,3.84
2011-05-20,3.8429
2011-05-19,3.8309
2011-05-18,3.8338
2011-05-17,3.8318
2011-05-16,3.8432
2011-05-13,3.8363
2011-05-12,3.8211
2011-05-11,3.8334
2011-05-10,3.8326
2011-05-09,3.8378
2011-05-06,3.8308
2011-05-05,3.8715
2011-05-04,3.8772
2011-05-03,3.8752
2011-04-29,3.8713
2011-04-28,3.87
2011-04-27,3.8812
2011-04-26,3.896
2011-04-25,3.8961
2011-04-22,3.8966
2011-04-21,3.8912
2011-04-20,3.8913
2011-04-19,3.8911
2011-04-18,3.896
2011-04-15,3.8709
2011-04-14,3.8707
2011-04-13,3.8703
2011-04-12,3.87
2011-04-11,3.8928
2011-04-08,3.9081
2011-04-07,3.9167
2011-04-06,3.9203
2011-04-02,3.9078
2011-04-01,3.9126
2011-03-31,3.912
2011-03-30,3.9069
2011-03-29,3.9044
2011-03-28,3.8807
2011-03-25,3.8714
2011-03-24,3.8762
2011-03-23,3.9037
2011-03-22,3.8987
2011-03-21,3.8774
2011-03-18,3.8489
2011-03-17,3.8326
2011-03-16,3.86
2011-03-15,3.8659
2011-03-14,3.9074
2011-03-11,3.9328
2011-03-10,3.9321
2011-03-09,3.8879
2011-03-08,3.9078
2011-03-07,3.9351
2011-03-04,3.9388
2011-03-03,3.9279
2011-03-02,3.9233
2011-03-01,3.9259
2011-02-28,3.9314
2011-02-25,3.9566
2011-02-24,3.9132
2011-02-23,3.9946
2011-02-22,4.04
2011-02-21,4.0702
2011-02-18,4.045
2011-02-17,4.0449
2011-02-16,4.045
2011-02-15,4.0454
2011-02-14,4.0552
2011-02-12,4.1087
2011-02-11,4.1062
2011-02-10,4.1158
2011-02-09,4.1006
2011-02-01,4.0186
2011-01-31,4.0187
2011-01-30,4.01
2011-01-28,4.0096
2011-01-27,4.0058
2011-01-26,3.9991
2011-01-25,4.0152
2011-01-24,3.9918
2011-01-21,3.9837
2011-01-20,3.9749
2011-01-19,3.9752
2011-01-18,3.9954
2011-01-17,3.9651
2011-01-14,3.9156
2011-01-13,3.8831
2011-01-12,3.855
2011-01-11,3.8703
2011-01-10,3.8449
2011-01-07,3.8237
2011-01-06,3.8339
2011-01-05,3.8132
2011-01-04,3.8606
2010-12-31,3.8799
2010-12-30,3.88
2010-12-29,3.9019
2010-12-28,3.9118
2010-12-27,3.8913
2010-12-24,3.8136
2010-12-23,3.8108
2010-12-22,3.8004
2010-12-21,3.7956
2010-12-20,3.785
2010-12-17,3.8058
2010-12-16,3.8044
2010-12-15,3.815
2010-12-14,3.8521
2010-12-13,3.8509
2010-12-10,3.8888
2010-12-09,3.9023
2010-12-08,3.8609
2010-12-07,3.8435
2010-12-06,3.8696
2010-12-03,3.8699
2010-12-02,3.8609
2010-12-01,3.8919
2010-11-30,3.971
2010-11-29,3.9959
2010-11-26,4.0123
2010-11-25,3.9674
2010-11-24,3.9533
2010-11-23,3.9317
2010-11-22,3.9161
2010-11-19,3.87
2010-11-18,3.8336
2010-11-17,3.86
2010-11-16,3.9065
2010-11-15,3.945
2010-11-12,3.9534
2010-11-11,3.953
2010-11-10,3.9204
2010-11-09,3.8445
2010-11-08,3.8392
2010-11-05,3.8458
2010-11-04,3.8434
2010-11-03,3.8113
2010-11-02,3.7497
2010-11-01,3.6941
2010-10-29,3.6821
2010-10-28,3.6863
2010-10-27,3.6975
2010-10-26,3.6944
2010-10-25,3.6407
2010-10-22,3.6358
2010-10-21,3.637
2010-10-20,3.6201
2010-10-19,3.4205
2010-10-18,3.4182
2010-10-15,3.4247
2010-10-14,3.4275
2010-10-13,3.4271
2010-10-12,3.4179
2010-10-11,3.404
2010-10-09,3.3584
2010-10-08,3.3342
2010-09-30,3.3183
2010-09-29,3.331
2010-09-28,3.3371
2010-09-27,3.3378
2010-09-26,3.3428
2010-09-25,3.3387
2010-09-21,3.3391
2010-09-20,3.3388
2010-09-19,3.35
2010-09-17,3.3504
2010-09-16,3.3401
2010-09-15,3.3443
2010-09-14,3.3205
2010-09-13,3.3251
2010-09-10,3.2989
2010-09-09,3.2681
2010-09-08,3.2632
2010-09-07,3.2739
2010-09-06,3.258
2010-09-03,3.2406
2010-09-02,3.2418
2010-09-01,3.2358
2010-08-31,3.2301
2010-08-30,3.2304
2010-08-27,3.2379
2010-08-26,3.2322
2010-08-25,3.2154
2010-08-24,3.2229
2010-08-23,3.2346
2010-08-20,3.2389
2010-08-19,3.2501
2010-08-18,3.245
2010-08-17,3.2461
2010-08-16,3.2504
2010-08-13,3.2374
2010-08-12,3.223
2010-08-11,3.2685
2010-08-10,3.2972
2010-08-09,3.2975
2010-08-06,3.2922
2010-08-05,3.2967
2010-08-04,3.2971
2010-08-03,3.3105
2010-08-02,3.3131
2010-07-30,3.2996
2010-07-29,3.2993
2010-07-28,3.2982
2010-07-27,3.2816
